Order_ID,Order_Date,Shipment_ID,Shipment_Date,Tax_Calculated_Date (UTC),Posted_Date,Marketplace,Merchant_ID,Fulfillment,ASIN,TS01,Transaction_Type,Tax_Collection_Model,Tax_Collection_Responsible_Party,Product_Tax_Code,Quantity,Currency,Buyer_Exemption_Code,Buyer_Exemption_Domain,Buyer_Exemption_Certificate_Id,Display_Price,Display_Price_Tax_Inclusive,TaxExclusive_Selling_Price,Total_Tax,Total_Tax_Collected_By_Amazon,Financial_Component,Ship_From_City,Ship_From_State,Ship_From_Country,Ship_From_Postal_Code,Ship_From_Tax_Location_Code,Ship_To_City,Ship_To_State,Ship_To_Country,Ship_To_Postal_Code,Ship_To_Location_Code,Taxed_Location_Code,Tax_Address_Role,Jurisdiction_Level,Jurisdiction_Name,Display_Promo_Amount,Display_Promo_Tax_Inclusive,isPromoApplied,postPromoTaxableBasis,prePromoTaxableBasis,Promo_Amount_Basis,Promo_ID_Domain,promoAmountTax,Promotion_Identifier,Promo_Rule_Reason_Code,Promo_Tax_Price_Type,Tax_Amount,Tax_Amount_Collected_By_Amazon,Taxed_Jurisdiction_Tax_Rate,Tax_Category,Tax_Type,Tax_Calculation_Reason_Code,NonTaxable_Amount,Taxable_Amount
,,,,2024-04-02+12:23:33,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.92,,,FL,,,100950000,CASSELBERRY,FL,US,,101172240,101172240,ShipTo,State,FL,,,,,,,,,,,,,0.79,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+12:23:33,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,FL,,,100950000,CASSELBERRY,FL,US,,101172240,101172240,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+12:23:33,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,FL,,,100950000,CASSELBERRY,FL,US,,101172240,101172240,ShipTo,County,SEMINOLE,,,,,,,,,,,,,0.13,0.01,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),Taxable,0,13.08
,,,,2024-04-02+12:23:33,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,FL,,,100950000,CASSELBERRY,FL,US,,101172240,101172240,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+08:45:59,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.99,FALSE,0.99,0,0,,,GA,,,111350000,LILBURN,GA,US,,111350000,111350000,ShipTo,State,GA,,,Y,0,0,-0.99,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.04,Tax,Sales and Use Tax,Taxable,0,0
,,,,2024-04-02+08:45:59,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.99,FALSE,0.99,,,,,GA,,,111350000,LILBURN,GA,US,,111350000,111350000,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-0.99,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-02+08:45:59,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.99,FALSE,0.99,,,,,GA,,,111350000,LILBURN,GA,US,,111350000,111350000,ShipTo,County,GWINNETT,,,Y,0,0,-0.99,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.02,Tax,Local Sales and Use Tax,Taxable,0,0
,,,,2024-04-02+08:45:59,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.99,FALSE,0.99,,,,,GA,,,111350000,LILBURN,GA,US,,111350000,111350000,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-0.99,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-02+08:45:59,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.78,,,GA,,,111350000,LILBURN,GA,US,,111350000,111350000,ShipTo,State,GA,,,,,,,,,,,,,0.52,0.04,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+08:45:59,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,GA,,,111350000,LILBURN,GA,US,,111350000,111350000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+08:45:59,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,GA,,,111350000,LILBURN,GA,US,,111350000,111350000,ShipTo,County,GWINNETT,,,,,,,,,,,,,0.26,0.02,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+08:45:59,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,GA,,,111350000,LILBURN,GA,US,,111350000,111350000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+12:20:14,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.85,,,FL,,,100950000,WINTER PARK,FL,US,,100951780,100951780,ShipTo,State,FL,,,,,,,,,,,,,0.78,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+12:20:14,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,FL,,,100950000,WINTER PARK,FL,US,,100951780,100951780,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+12:20:14,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,FL,,,100950000,WINTER PARK,FL,US,,100951780,100951780,ShipTo,County,ORANGE,,,,,,,,,,,,,0.07,0.005,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),Taxable,0,13.08
,,,,2024-04-02+12:20:14,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,FL,,,100950000,WINTER PARK,FL,US,,100951780,100951780,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+12:20:14,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1,FALSE,1,0,0,,,FL,,,100950000,WINTER PARK,FL,US,,100951780,100951780,ShipTo,State,FL,,,Y,0,0,-1,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,Sales and Use Tax,NonTaxable,0,0
,,,,2024-04-02+12:20:14,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1,FALSE,1,,,,,FL,,,100950000,WINTER PARK,FL,US,,100951780,100951780,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-1,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-02+12:20:14,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1,FALSE,1,,,,,FL,,,100950000,WINTER PARK,FL,US,,100951780,100951780,ShipTo,County,ORANGE,,,Y,0,0,-1,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,Local Sales and Use Tax (Discretionary Sales Surtax),NonTaxable,0,0
,,,,2024-04-02+12:20:14,2024-04-02+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,1,FALSE,1,,,,,FL,,,100950000,WINTER PARK,FL,US,,100951780,100951780,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-1,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-02+09:42:29,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.79,,,DE,,,080030000,COLUMBIA,MD,US,,210270000,210270000,ShipTo,State,MD,,,,,,,,,,,,,0.79,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+09:42:29,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,DE,,,080030000,COLUMBIA,MD,US,,210270000,210270000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+09:42:29,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,DE,,,080030000,COLUMBIA,MD,US,,210270000,210270000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+09:42:29,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,DE,,,080030000,COLUMBIA,MD,US,,210270000,210270000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+23:02:41,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,1.02,,,WA,,,480330320,LA CENTER,WA,US,,480110000,480110000,ShipTo,State,WA,,,,,,,,,,,,,0.85,0.065,Tax,Retail Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+23:02:41,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WA,,,480330320,LA CENTER,WA,US,,480110000,480110000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+23:02:41,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WA,,,480330320,LA CENTER,WA,US,,480110000,480110000,ShipTo,County,CLARK,,,,,,,,,,,,,0.17,0.013,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+23:02:41,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WA,,,480330320,LA CENTER,WA,US,,480110000,480110000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-03+02:11:15,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,1,,,NM,,,320010020,ALBUQUERQUE,NM,US,,320010020,320010020,ShipTo,State,NM,,,,,,,,,,,,,0.64,0.04875,Tax,Gross Receipts and Compensating Tax,Taxable,0,13.08
,,,,2024-04-03+02:11:15,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,NM,,,320010020,ALBUQUERQUE,NM,US,,320010020,320010020,ShipTo,City,ALBUQUERQUE,,,,,,,,,,,,,0.2,0.015625,Tax,Local Gross Receipts Tax,Taxable,0,13.08
,,,,2024-04-03+02:11:15,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,NM,,,320010020,ALBUQUERQUE,NM,US,,320010020,320010020,ShipTo,County,BERNALILLO,,,,,,,,,,,,,0.16,0.011875,Tax,Local Gross Receipts Tax,Taxable,0,13.08
,,,,2024-04-03+02:11:15,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,NM,,,320010020,ALBUQUERQUE,NM,US,,320010020,320010020,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-03+02:11:15,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.75,FALSE,0.75,0,0,,,NM,,,320010020,ALBUQUERQUE,NM,US,,320010020,320010020,ShipTo,State,NM,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.04875,Tax,Gross Receipts and Compensating Tax,Taxable,0,0
,,,,2024-04-03+02:11:15,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.75,FALSE,0.75,,,,,NM,,,320010020,ALBUQUERQUE,NM,US,,320010020,320010020,ShipTo,City,ALBUQUERQUE,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.015625,Tax,Local Gross Receipts Tax,Taxable,0,0
,,,,2024-04-03+02:11:15,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.75,FALSE,0.75,,,,,NM,,,320010020,ALBUQUERQUE,NM,US,,320010020,320010020,ShipTo,County,BERNALILLO,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.011875,Tax,Local Gross Receipts Tax,Taxable,0,0
,,,,2024-04-03+02:11:15,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.75,FALSE,0.75,,,,,NM,,,320010020,ALBUQUERQUE,NM,US,,320010020,320010020,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-0.75,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-02+07:56:49,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,6.99,FALSE,6.99,0,0.44,,,CT,,,070090000,SUFFIELD,CT,US,,070030000,070030000,ShipTo,State,CT,,,,,,,,,,,,,0.44,0.0635,Tax,Sales and Use Tax,Taxable,0,6.99
,,,,2024-04-02+07:56:49,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,6.99,FALSE,6.99,,,,,CT,,,070090000,SUFFIELD,CT,US,,070030000,070030000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,6.99,0
,,,,2024-04-02+07:56:49,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,6.99,FALSE,6.99,,,,,CT,,,070090000,SUFFIELD,CT,US,,070030000,070030000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,6.99,0
,,,,2024-04-02+07:56:49,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,6.99,FALSE,6.99,,,,,CT,,,070090000,SUFFIELD,CT,US,,070030000,070030000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,6.99,0
,,,,2024-04-02+07:56:49,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.83,,,CT,,,070090000,SUFFIELD,CT,US,,070030000,070030000,ShipTo,State,CT,,,,,,,,,,,,,0.83,0.0635,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+07:56:49,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CT,,,070090000,SUFFIELD,CT,US,,070030000,070030000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+07:56:49,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CT,,,070090000,SUFFIELD,CT,US,,070030000,070030000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+07:56:49,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CT,,,070090000,SUFFIELD,CT,US,,070030000,070030000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,3.54,FALSE,3.54,0,0.31,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,State,CO,,,,,,,,,,,,,0.1,0.029,Tax,Sales and Use Tax,Taxable,0,3.54
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,3.54,FALSE,3.54,,,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,City,DENVER,,,,,,,,,,,,,0.17,0.0481,Tax,Local Sales and Use Tax,Taxable,0,3.54
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,3.54,FALSE,3.54,,,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,3.54,0
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,3.54,FALSE,3.54,,,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,District,REGIONAL TRANSPORTATION DISTRICT,,,,,,,,,,,,,0.04,0.01,Tax,Local Sales and Use Tax,Taxable,0,3.54
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,3.54,FALSE,3.54,,,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,District,SCIENTIFIC AND CULTURAL FACILITIES DISTRICT,,,,,,,,,,,,,0,0.001,Tax,Local Sales and Use Tax,Taxable,0,3.54
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,1.15,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,State,CO,,,,,,,,,,,,,0.38,0.029,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,City,DENVER,,,,,,,,,,,,,0.63,0.0481,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,District,REGIONAL TRANSPORTATION DISTRICT,,,,,,,,,,,,,0.13,0.01,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+16:02:17,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,CO,,,060010470,DENVER,CO,US,,060310140,060310140,ShipTo,District,SCIENTIFIC AND CULTURAL FACILITIES DISTRICT,,,,,,,,,,,,,0.01,0.001,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+23:25:39,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.48,,,WA,,,480330320,FORT COLLINS,CO,US,,060690000,060690000,ShipTo,State,CO,,,,,,,,,,,,,0.38,0.029,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+23:25:39,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WA,,,480330320,FORT COLLINS,CO,US,,060690000,060690000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-02+23:25:39,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WA,,,480330320,FORT COLLINS,CO,US,,060690000,060690000,ShipTo,County,LARIMER,,,,,,,,,,,,,0.1,0.008,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-02+23:25:39,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,WA,,,480330320,FORT COLLINS,CO,US,,060690000,060690000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-03+10:35:39,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,1.05,,,NJ,,,310150000,DRYDEN,NY,US,,330230000,330230000,ShipTo,State,NY,,,,,,,,,,,,,0.53,0.04,Tax,Sales and Compensating Use Tax,Taxable,0,13.08
,,,,2024-04-03+10:35:39,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,NJ,,,310150000,DRYDEN,NY,US,,330230000,330230000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-03+10:35:39,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,NJ,,,310150000,DRYDEN,NY,US,,330230000,330230000,ShipTo,County,CORTLAND,,,,,,,,,,,,,0.52,0.04,Tax,Local Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-03+10:35:39,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,NJ,,,310150000,DRYDEN,NY,US,,330230000,330230000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-03+11:49:43,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,0,0.79,,,MD,,,210050000,ELKRIDGE,MD,US,,210270000,210270000,ShipTo,State,MD,,,,,,,,,,,,,0.79,0.06,Tax,Sales and Use Tax,Taxable,0,13.08
,,,,2024-04-03+11:49:43,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,MD,,,210050000,ELKRIDGE,MD,US,,210270000,210270000,ShipTo,City,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-03+11:49:43,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,MD,,,210050000,ELKRIDGE,MD,US,,210270000,210270000,ShipTo,County,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-03+11:49:43,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,13.08,FALSE,13.08,,,,,MD,,,210050000,ELKRIDGE,MD,US,,210270000,210270000,ShipTo,District,NOT APPLICABLE,,,,,,,,,,,,,0,0,Tax,,ZeroRated,13.08,0
,,,,2024-04-03+11:49:43,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.99,FALSE,0.99,0,0,,,MD,,,210050000,ELKRIDGE,MD,US,,210270000,210270000,ShipTo,State,MD,,,Y,0,0,-0.99,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0.06,Tax,Sales and Use Tax,Taxable,0,0
,,,,2024-04-03+11:49:43,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.99,FALSE,0.99,,,,,MD,,,210050000,ELKRIDGE,MD,US,,210270000,210270000,ShipTo,City,NOT APPLICABLE,,,Y,0,0,-0.99,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-03+11:49:43,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.99,FALSE,0.99,,,,,MD,,,210050000,ELKRIDGE,MD,US,,210270000,210270000,ShipTo,County,NOT APPLICABLE,,,Y,0,0,-0.99,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
,,,,2024-04-03+11:49:43,2024-04-03+00:00,Amazon.com,,AFN,,,SHIPMENT,MarketplaceFacilitator,Amazon,,1,USD,,,,0.99,FALSE,0.99,,,,,MD,,,210050000,ELKRIDGE,MD,US,,210270000,210270000,ShipTo,District,NOT APPLICABLE,,,Y,0,0,-0.99,PromotionIdAndCouponCode,0,,Self Funded,ReductionInTaxableBasis,,0,0,Tax,,NonTaxable,0,0
